source,target
LilliputPress,doubledaybooks
WinterPapers,doubledaybooks
margaretbmadden,doubledaybooks
OMahonysBooks,doubledaybooks
AmaliaGkavea,doubledaybooks
margaretbmadden,Doubledaypub
WritersWeek,DoubledayUK
stingingfly,DoubledayUK
LilliputPress,DoubledayUK
dalkeybookfest,DoubledayUK
TrampPress,DoubledayUK
Doirepress,DoubledayUK
TheDublinReview,DoubledayUK
dubreviewbooks,DoubledayUK
nphegarty,DoubledayUK
Irish1nterest,DoubledayUK
RobotPisani,DoubledayUK
FionaBooks,DoubledayUK
margaretbmadden,DoubledayUK
OMahonysBooks,DoubledayUK
AmaliaGkavea,DoubledayUK
stingingfly,doubleshotpoets
IrishWritersCtr,doubleshotpoets
poetryireland,doubleshotpoets
OverTheEdgeOpen,doubleshotpoets
dubreviewbooks,doubleshotpoets
NewIslandBooks,doubleshotpoets
OBrienPress,DoubleZCreative
dalkeybookfest,Doug_D_Stuart
ILFDublin,Doug_D_Stuart
CuirtFestival,Doug_D_Stuart
DublinBookFest,Doug_D_Stuart
dalkeybookfest,DoughnutEcon
stingingfly,DoughtyLouise
poetryireland,DoughtyLouise
WritersWeek,DoughtyLouise
Doirepress,DoughtyLouise
SkeinPress,DoughtyLouise
dalkeybookfest,dougkeatinge
poetryireland,DouglasHyde1
poetryireland,DouglasKMurray
WritersWeek,DouglasLKennedy
SkeinPress,DouglassWeek22
stingingfly,dougshiloh
CuirtFestival,DougsKnitwear
dalkeybookfest,Dougwhelan
dalkeybookfest,douwanttea
DanMulhall,DoveSyntyche
Doirepress,down_arts
Fallow__Media,DownAndOutinLS
ILFDublin,downesr
stingingfly,DownhillBeach
WinterPapers,DowningHelen
NewIslandBooks,Downith
Doirepress,Downith
Doirepress,DownRec
MoLI_Museum,DOXPrague
CManahanIRL,DOXPrague
CuirtFestival,doyle_cat
poetryireland,DoyleCollection
WritersWeek,DoyleCollection
dalkeybookfest,DoyleCollection
MoLI_Museum,DoyleMrs
ILFDublin,dploydublin
Doirepress,DPMRobbins
Doirepress,DPronk1959
DublinBookFest,dpsdublin
dalkeybookfest,DPuttnam
stingingfly,Dr_BlueBayou
LadyLovecraft,dr_bonner
lcollins232,Dr_Evey
IrishWritersCtr,dragonboatie
WritersWeek,dragonslayerma
dedaluspress,dragonslayerma
poetryireland,dragonslayerma
Julie_Corcoran,dragonslayerma
poetryireland,Draiocht_Blanch
WritersWeek,Draiocht_Blanch
OBrienPress,Draiocht_Blanch
ILFDublin,Draiocht_Blanch
PublishingIRL,DrAlisonMeagher
ContinuityPlay,DramaGroups
dubreviewbooks,DrAmandaForeman
dalkeybookfest,DrAmandaForeman
obrienmark,dramsoc
SkeinPress,drannelaz
IASIL3,drannelaz
draperel,draperel
dubreviewbooks,drartypants
glenhswilson,DrawnPress
dogwithoutlegs,DrawnPress
dubreviewbooks,drbambrick
LilliputPress,drbrennafarrow
dedaluspress,DrChristineOM
poetryireland,DrCNorth
Doirepress,DrCNorth
OBrienPress,DrCrokesGAA
salmonpoetry,drdawnmiranda
Lit_Ireland,drdawnmiranda
stingingfly,drdawnmiranda
NewIslandBooks,drdawnmiranda
Doirepress,drdawnmiranda
SkeinPress,drdawnmiranda
dubreviewbooks,drdawnmiranda
CuirtFestival,drdawnmiranda
WinterPapers,drdawnmiranda
ReinischDieter,drdawnmiranda
maria_mcmanus,drdawnmiranda
MunLitCentre,DreadfulP
stingingfly,DreadfulP
IrishWritersCtr,DreadfulP
WritersWeek,DreadfulP
dedaluspress,DreadfulP
bansheelit,DreadfulP
WinterPapers,DreadfulP
NewIslandBooks,DreadfulP
OverTheEdgeOpen,DreadfulP
DublinBookFest,DreadfulP
LilliputPress,DreadfulP
OBheal,DreadfulP
Doirepress,DreadfulP
ILFDublin,DreadfulP
PoetryProgRTE,DreadfulP
WaterstonesCrk,DreadfulP
moorealanjude,DreadfulP
j0hnkeating,DreadfulP
ConzieSays,DreadfulP
daithitoms,DreadfulP
MoLI_Museum,Dreamcycless
Fallow__Media,Dreamcycless
Irish1nterest,DreamingAloudNt
Writergermills,dreamingchange
SkeinPress,dreamsofbosco
OBheal,DreamZeroFilms
stingingfly,drearyagent
dedaluspress,Dreich25197318
drreznicek,drescheibs
dubreviewbooks,drg1985
avprendergast,DrGSEspinosa
dalkeybookfest,DrHarryBarry
DublinBookFest,DrHarryBarry
MoLI_Museum,dri_ireland
CuirtFestival,dribblingfram
OBrienPress,Drimoley
dubreviewbooks,drinkstore
LilliputPress,drinkstore
Lit_Ireland,drittepolitie1
SkeinPress,drittepolitie1
IrishWritersCtr,Drive105
WritersWeek,driverminnie
WritersWeek,drivetimerte
poetryireland,drivetimerte
dubreviewbooks,drivetimerte
Doirepress,drivetimerte
NewIslandBooks,drivetimerte
dalkeybookfest,drivetimerte
OBrienPress,drivetimerte
Lit_Ireland,DrJamesJBailey
itsthatgirlsuzi,drjendonnelly
LilliputPress,drjenny88
dalkeybookfest,DrJMHill
WritersWeek,DrJohnODonoghue
dubreviewbooks,DrKeithRedmond
ILFDublin,drlfarrell
corrie_painter,drlfarrell
OMahonysBooks,DrLisageraghty
SkeinPress,drlucymichael
TheGalleryPress,DrMagennis
IrishWritersCtr,DrMagennis
OBrienPress,DrMagennis
OverTheEdgeOpen,DrMagennis
irishpages,DrMagennis
Doirepress,DrMagennis
SkeinPress,DrMagennis
NewIslandBooks,DrMagennis
BAIrishStudies,DrMagennis
21CLit,DrMagennis
BloomsburyLit,DrMagennis
brianmoore100,DrMagennis
poetryireland,drmartens
OBrienPress,drmartens
reic,drmartens
IrishWritersCtr,DrMaryBlack
TrampPress,DrMaryBurke
MoLI_Museum,drmarykathryn
dedaluspress,drmattfogarty
poetryireland,drogartsfest
stingingfly,drogartsfest
OBrienPress,drogartsfest
Doirepress,drogartsfest
NewIslandBooks,drogartsfest
OBrienPress,DroghedaLifecom
poetryireland,Droichead_Arts
Doirepress,Droichead_Arts
SkeinPress,Droichead_Arts
OBrienPress,Droichead_Arts
TheeDaniMagic,Droichead_Arts
WritersWeek,dromidgaa
OBrienPress,dromns1
PublishingIRL,Dropbox
poetryireland,dropdead_twice
BetRen,DropkickMurphys
stingingfly,droyirishnews
DrPatridge,DrPatridge
MoLI_Museum,drpauldalton
Doirepress,drpaulwaring
stingingfly,DrPeterFerry
dalkeybookfest,DrPippaM
SkeinPress,DrPragyaAgarwal
dalkeybookfest,drrrop
OBrienPress,drrrop
NewIslandBooks,drrrop
dalkeybookfest,DrSharadPaul
poetryireland,drsophiemurray
ILFDublin,drstuf
ILFDublin,DrTiffWattSmith
dedaluspress,DrTinaMcGrath
CuirtFestival,DrTinaMcGrath
MoLI_Museum,drtinamorin
BAIrishStudies,drtinamorin
ManchesterUP,drtinamorin
stingingfly,DrTrishMinton
SkeinPress,DrTrishMinton
OverTheEdgeOpen,drturpin
IrishWritersCtr,drugsdotie
SkeinPress,Druidry
WritersWeek,DruidTheatre
poetryireland,DruidTheatre
dedaluspress,DruidTheatre
Lit_Ireland,DruidTheatre
IrishWritersCtr,DruidTheatre
TheGalleryPress,DruidTheatre
CuirtFestival,DruidTheatre
ILFDublin,DruidTheatre
OverTheEdgeOpen,DruidTheatre
WatergateKK,DruidTheatre
NewIslandBooks,DrumcliffeTH
MoLI_Museum,drurybuildings
ILFDublin,drurybuildings
WinterPapers,drvconway
TrampPress,drvconway
MoLI_Museum,drvconway
DanMulhall,dshesgreen
bansheelit,dsm_houston
TheDublinReview,dsm_houston
dalkeybookfest,dspca
poetryireland,DTairl
OverTheEdgeOpen,dto_writers
dedaluspress,duanalla
poetryireland,duanalla
Doirepress,duanalla
MoLI_Museum,duanalla
mariaebelle,duanalla
MunLitCentre,dubcentralhotel
TheDublinReview,dubcentralhotel
DrPatridge,DubCham
TheGalleryPress,dubcilib
poetryireland,dubcilib
IrishWritersCtr,dubcilib
WritersWeek,dubcilib
stingingfly,dubcilib
Lit_Ireland,dubcilib
NewIslandBooks,dubcilib
SkeinPress,dubcilib
DublinBookFest,dubcilib
LilliputPress,dubcilib
MoLI_Museum,dubcilib
ILFDublin,dubcilib
dubreviewbooks,dubcilib
OverTheEdgeOpen,dubcilib
dalkeybookfest,dubcilib
OBrienPress,dubcilib
bansheelit,dubcilib
Doirepress,dubcilib
TheDublinReview,dubcilib
JoanneKateOS,dubcilib
civicbanners,dubcilib
dubcilib,dubcilib
reic,dubcilib
IrishWritersCtr,dubcilib1
IrishWritersCtr,dubcity
poetryireland,DubCityCouncil
Lit_Ireland,DubCityCouncil
WritersWeek,DubCityCouncil
IrishWritersCtr,DubCityCouncil
TheGalleryPress,DubCityCouncil
PublishingIRL,DubCityCouncil
dubreviewbooks,DubCityCouncil
DublinBookFest,DubCityCouncil
ILFDublin,DubCityCouncil
NewIslandBooks,DubCityCouncil
dalkeybookfest,DubCityCouncil
SkeinPress,DubCityCouncil
OBrienPress,DubCityCouncil
MoLI_Museum,DubCityCouncil
Panthro10,DubCityCouncil
Lit_Ireland,dubcivictrust
PublishingIRL,DubCreativeRev
LilliputPress,DubCreativeRev
IrishWritersCtr,DubDoughnutCo
ILFDublin,DubFireBrigade
OBrienPress,DubFireBrigade
poetryireland,DubGAAOfficial
OBrienPress,DubGAAOfficial
OBheal,DubhanL
DublinBookFest,Dubiennial
stingingfly,dubl_twopcharts
OBrienPress,dubl_twopcharts
LilliputPress,dubl_twopcharts
MoLI_Museum,DubLearningCity
OBrienPress,dublin
CherrySmyth,dublin
IrishWritersCtr,Dublin_CM
poetryireland,Dublin_Embassy
Lit_Ireland,Dublin_ie
poetryireland,Dublin_ie
WritersWeek,Dublin_ie
IrishWritersCtr,Dublin_ie
DublinBookFest,Dublin_ie
LilliputPress,Dublin_ie
ILFDublin,Dublin_ie
MoLI_Museum,Dublin_kshankar
ILFDublin,dublin_library
WritersWeek,dublin_Lit
OBrienPress,Dublin_LitExp
Dublin_LitExp,Dublin_LitExp
stingingfly,Dublin_Simon
WritersWeek,Dublin_Simon
poetryireland,Dublin_Simon
PublishingIRL,Dublin_Simon
LilliputPress,Dublin_Simon
MoLI_Museum,Dublin_Simon
OBrienPress,Dublin2019
Lit_Ireland,DublinAirport
poetryireland,DublinAirport
WritersWeek,DublinAirport
NewIslandBooks,DublinAirport
OBrienPress,DublinAirport
MoLI_Museum,DublinAirport
PoolbegBooks,DublinAirport
LivKiernan,DublinAirport
scribblemum,DublinAirport
margaretbmadden,DublinAirport
WritersWeek,DublinAirportT2
IrishWritersCtr,dublinalmanac
ILFDublin,dublinalmanac
MoLI_Museum,dublinbermia
ILFDublin,dublinbookdoc
ILFDublin,DublinBookFair
IrishWritersCtr,DublinBookFest
poetryireland,DublinBookFest
stingingfly,DublinBookFest
WritersWeek,DublinBookFest
dedaluspress,DublinBookFest
TheGalleryPress,DublinBookFest
salmonpoetry,DublinBookFest
MunLitCentre,DublinBookFest
PublishingIRL,DublinBookFest
NewIslandBooks,DublinBookFest
OBrienPress,DublinBookFest
CuirtFestival,DublinBookFest
LilliputPress,DublinBookFest
WinterPapers,DublinBookFest
bansheelit,DublinBookFest
ILFDublin,DublinBookFest
DublinBookFest,DublinBookFest
dubreviewbooks,DublinBookFest
Doirepress,DublinBookFest
SkeinPress,DublinBookFest
dalkeybookfest,DublinBookFest
OverTheEdgeOpen,DublinBookFest
MoLI_Museum,DublinBookFest
TrampPress,DublinBookFest
fishpublishing,DublinBookFest
TheDublinReview,DublinBookFest
irish_writing,DublinBookFest
NBGGlasnevin,DublinBookFest
PatriciaDublin,DublinBookFest
gloralot,DublinBookFest
choudhup,DublinBookFest
evagriff,DublinBookFest
Brendo91,DublinBookFest
nphegarty,DublinBookFest
Solasnuacht,DublinBookFest
HillenSean,DublinBookFest
poetryireland,dublinbusnews
stingingfly,dublinbusnews
DublinBookFest,dublinbusnews
ILFDublin,dublinbusnews
NewIslandBooks,dublinbusnews
OBrienPress,dublinbusnews
ILFDublin,DublinByMouth
MoLI_Museum,dublinbypub
ILFDublin,DublinCARO
poetryireland,dublincastleopw
MoLI_Museum,dublincastleopw
ILFDublin,dublincastleopw
DaveHendrick,Dublincitycomic
MunLitCentre,dublincityfm
IrishWritersCtr,dublincityfm
ILFDublin,dublincityfm
NewIslandBooks,dublincityfm
Doirepress,dublincityfm
DublinBookFest,dublincityfm
bansheelit,dublincityfm
bullaunpress,dublincityfm
MoLI_Museum,dublincityfm
OBrienPress,dublincityfm
cristinleach,dublincityfm
TAMortonwriter,dublincityfm
OBrienPress,DublinCityHall
TheGalleryPress,DublinCityofLit
dedaluspress,DublinCityofLit
IrishWritersCtr,DublinCityofLit
WritersWeek,DublinCityofLit
stingingfly,DublinCityofLit
poetryireland,DublinCityofLit
Lit_Ireland,DublinCityofLit
MoLI_Museum,DublinCityofLit
NewIslandBooks,DublinCityofLit
PublishingIRL,DublinCityofLit
LilliputPress,DublinCityofLit
ILFDublin,DublinCityofLit
DublinBookFest,DublinCityofLit
SkeinPress,DublinCityofLit
OBrienPress,DublinCityofLit
CuirtFestival,DublinCityofLit
dalkeybookfest,DublinCityofLit
Doirepress,DublinCityofLit
bansheelit,DublinCityofLit
TheDublinReview,DublinCityofLit
WinterPapers,DublinCityofLit
EmmanuelTouhey,DublinCityofLit
UCDLibrary,DublinCityofLit
LivKiernan,DublinCityofLit
pjmath,DublinCityofLit
IrishStudiesUCC,DublinCityofLit
ICDublin,DublinCityofLit
dedaluspress,DublinClarke
Doirepress,DublinClarke
DublinBookFest,dublincomicarts
OBrienPress,DublinComicCon
poetryireland,DublinConcertBd
IrishWritersCtr,dublinconnects
ILFDublin,dublinconnects
NewIslandBooks,dublinconnects
IrishWritersCtr,dublinculture
DublinBookFest,dublinculture
ILFDublin,dublinculture
poetryireland,dublincycling
poetryireland,DublinDanceFest
ILFDublin,DublinDanceFest
dalkeybookfest,DublinDanceFest
DublinBookFest,DublinDanceFest
TheGalleryPress,DublinDeadZoo
DublinBookFest,DublinDeadZoo
dalkeybookfest,DublinDietitian
poetryireland,DublinDigiRadio
LilliputPress,DublinDigiRadio
OBrienPress,Dubliner_mag
NewIslandBooks,Dubliner_mag
stingingfly,DublinFilmFest
IrishWritersCtr,DublinFilmFest
poetryireland,DublinFilmFest
WritersWeek,DublinFilmFest
OBrienPress,DublinFilmFest
DublinBookFest,DublinFilmFest
ILFDublin,DublinFilmFest
LilliputPress,DublinFilmFest
WinterPapers,DublinFilmFest
MoLI_Museum,DublinFilmFest
OverTheEdgeOpen,dublinfingal
ILFDublin,DublinFoodCoop
poetryireland,dublinfringe
dedaluspress,dublinfringe
IrishWritersCtr,dublinfringe
ILFDublin,dublinfringe
DublinBookFest,dublinfringe
SkeinPress,dublinfringe
CuirtFestival,dublinfringe
NewIslandBooks,DublinGazette
DublinBookFest,DublinGazette
OBrienPress,DublinGazette
CarolineAuthor,DublinGazette
ILFDublin,DublinGhostSign
WritersWeek,DublinGigGirl
OBrienPress,DublinHorseShow
irish_writing,DublinHorseShow
OBrienPress,Dubliniaviking
MoLI_Museum,Dubliniaviking
IrishWritersCtr,DublinImprov
poetryireland,DublinInquirer
stingingfly,DublinInquirer
IrishWritersCtr,DublinInquirer
LilliputPress,DublinInquirer
DublinBookFest,DublinInquirer
ILFDublin,DublinInquirer
NewIslandBooks,DublinInquirer
SkeinPress,DublinInquirer
MunLitCentre,DublinISF
ILFDublin,DublinISF
ILFDublin,Dublinkids
ILFDublin,Dublinlife
MoLI_Museum,dublinlionsclub
IrishWritersCtr,DublinLitAward
stingingfly,DublinLitAward
Lit_Ireland,DublinLitAward
WritersWeek,DublinLitAward
poetryireland,DublinLitAward
ILFDublin,DublinLitAward
PublishingIRL,DublinLitAward
NewIslandBooks,DublinLitAward
LilliputPress,DublinLitAward
dubreviewbooks,DublinLitAward
DublinBookFest,DublinLitAward
OBrienPress,DublinLitAward
SkeinPress,DublinLitAward
TrampPress,DublinLitAward
bullaunpress,DublinLitAward
TheDublinReview,DublinLitAward
dalkeybookfest,DublinLitAward
dinglepublish,DublinLitAward
MntSeskinlib,DublinLitAward
WaterstonesCrk,DublinLitAward
athenamediaie,DublinLitAward
Irish1nterest,DublinLitAward
DrPatridge,DublinLitAward
NewIslandBooks,DublinLive
MoLI_Museum,DublinLive
dalkeybookfest,DublinLiving
MoLI_Museum,DublinLunarNY
Virtuallyirish_,dublinmacker
OBrienPress,dublinmarathon
poetryireland,DublinMuseum
IrishWritersCtr,DublinMuseum
WritersWeek,DublinMuseum
LilliputPress,DublinMuseum
dubreviewbooks,DublinMuseum
dalkeybookfest,DublinMuseum
NewIslandBooks,DublinMuseum
ILFDublin,DublinMuseum
MoLI_Museum,DublinMuseum
dubreviewbooks,Dublinnewsguy
dedaluspress,dublinpeople
NewIslandBooks,dublinpeople
OBrienPress,dublinpeople
PoolbegBooks,dublinpeople
poetryireland,DublinPlaces
poetryireland,DublinPortCo
DublinBookFest,DublinPortCo
poetryireland,DublinPride
MoLI_Museum,DublinPride
ILFDublin,DublinPride
DublinBookFest,DublinPride
NewIslandBooks,DublinPride
dedaluspress,DublinRCC
poetryireland,DublinRCC
IrishWritersCtr,DublinRCC
Doirepress,DublinRCC
PublishingIRL,DublinRCC
OBrienPress,DublinRCC
LilliputPress,DublinRCC
MiseCiara,DublinRCC
AlexReeceAbbott,DublinRCC
MoLI_Museum,DublinReview
boconch1,DublinReview
ContinuityPlay,DublinSaint
OBrienPress,DublinSaysHello
dubreviewbooks,DublinSoil
MunLitCentre,DublinSouthFM
NewIslandBooks,DublinSouthFM
OBrienPress,DublinSouthFM
Doirepress,DublinSouthFM
dalkeybookfest,DublinSPCA
OBrienPress,dublinsq102
ILFDublin,dublinstoryslam
IrishWritersCtr,dublinswan
poetryireland,dublintheatre
Lit_Ireland,DublinTown
poetryireland,DublinTown
IrishWritersCtr,DublinTown
stingingfly,DublinTown
ILFDublin,DublinTown
dubreviewbooks,DublinTown
LilliputPress,DublinTown
NewIslandBooks,dublinunitarian
dubreviewbooks,DublinVC
ILFDublin,DublinVC
IrishWritersCtr,DublinWelsh
poetryireland,DublinWestEC
IrishWritersCtr,dublinwinetrail
MunLitCentre,DublinWriter
stingingfly,DublinWriter
NewIslandBooks,DublinWriter
OverTheEdgeOpen,DublinWritersFo
OBrienPress,DublinZoo
dubreviewbooks,DublinZoo
WritersWeek,DubLoony
SkeinPress,DubLoony
OBrienPress,DubMarathonExpo
TrampPress,DuBray
bansheelit,DuBray
NewIslandBooks,DuBray
poetryireland,DubrayBooks
IrishWritersCtr,DubrayBooks
stingingfly,DubrayBooks
TheGalleryPress,DubrayBooks
WritersWeek,DubrayBooks
MunLitCentre,DubrayBooks
dedaluspress,DubrayBooks
NewIslandBooks,DubrayBooks
OBrienPress,DubrayBooks
CuirtFestival,DubrayBooks
MoLI_Museum,DubrayBooks
TrampPress,DubrayBooks
ILFDublin,DubrayBooks
WinterPapers,DubrayBooks
dubreviewbooks,DubrayBooks
bansheelit,DubrayBooks
SkeinPress,DubrayBooks
LilliputPress,DubrayBooks
DublinBookFest,DubrayBooks
Doirepress,DubrayBooks
OverTheEdgeOpen,DubrayBooks
PublishingIRL,DubrayBooks
dalkeybookfest,DubrayBooks
bullaunpress,DubrayBooks
CormacKinsella,DubrayBooks
BrooksidePubSrv,DubrayBooks
PoolbegBooks,DubrayBooks
lcollins232,DubrayBooks
nphegarty,DubrayBooks
PatriciaDublin,DubrayBooks
LivKiernan,DubrayBooks
cristinleach,DubrayBooks
karenkiernan,DubrayBooks
Quirke_Liz,DubrayBooks
JohnPBradyIRL,DubrayBooks
johnplovett,DubrayBooks
BusherJohn,DubrayBooks
margaretbmadden,DubrayBooks
YvonneCassidyNY,DubrayBooks
ColumbaQ,DubrayBooks
OMahonysBooks,DubrayBooks
KearneyRoisin,DubrayBooks
TheGalleryPress,dubreviewbooks
stingingfly,dubreviewbooks
dedaluspress,dubreviewbooks
poetryireland,dubreviewbooks
IrishWritersCtr,dubreviewbooks
irishpages,dubreviewbooks
ILFDublin,dubreviewbooks
LilliputPress,dubreviewbooks
dubreviewbooks,dubreviewbooks
OverTheEdgeOpen,dubreviewbooks
NewIslandBooks,dubreviewbooks
OBrienPress,dubreviewbooks
SkeinPress,dubreviewbooks
TrampPress,dubreviewbooks
TheDublinReview,dubreviewbooks
Doirepress,dubreviewbooks
CuirtFestival,dubreviewbooks
MoLI_Museum,dubreviewbooks
nphegarty,dubreviewbooks
rraughter,dubreviewbooks
WFUPress,dubreviewbooks
itosha,dubreviewbooks
ReinischDieter,dubreviewbooks
ILFDublin,dubscience2012
PublishingIRL,dubscience2012
ILFDublin,dubships
OBrienPress,dubtallships
stingingfly,DubTheatreFest
poetryireland,DubTheatreFest
IrishWritersCtr,DubTheatreFest
TheGalleryPress,DubTheatreFest
LilliputPress,DubTheatreFest
DublinBookFest,DubTheatreFest
NewIslandBooks,DubTheatreFest
CuirtFestival,DubTheatreFest
TheDublinReview,DubTheatreFest
ILFDublin,DubTheatreFest
IrishWritersCtr,dubwritersfest
stingingfly,dubwritersfest
dedaluspress,dubwritersfest
TheGalleryPress,dubwritersfest
poetryireland,dubwritersfest
WritersWeek,dubwritersfest
ILFDublin,dubwritersfest
DublinBookFest,dubwritersfest
OverTheEdgeOpen,dubwritersfest
NewIslandBooks,dubwritersfest
PublishingIRL,dubwritersfest
CuirtFestival,dubwritersfest
OBrienPress,dubwritersfest
Doirepress,dubwritersfest
SandymountHotel,dubwritersfest
ILFDublin,duchas_ie
DeepMapsCork,duchas_ie
dedaluspress,duck______duck
dalkeybookfest,Duckbooks
ILFDublin,Duckbooks
OldieMagazine,Duckbooks
RandomTTours,Duckbooks
BrideOfChrist,Duckbooks
ClareJanetMason,Duckbooks
shazgoodwin,Duckbooks
TalesB4Bedtime,Duckbooks
ramblingsblog_,Duckbooks
Silvia_reads,Duckbooks
WritersWeek,duckie15
SkeinPress,duffles1
LilliputPress,duffybookbinder
IrishWritersCtr,duffydraws
ILFDublin,duffydraws
ILFDublin,duffyeva
MoLI_Museum,duffyeva
dalkeybookfest,duffynyc
stingingfly,DufourEditions
OBrienPress,dugganbarry
poetryireland,DukeSpecial
WritersWeek,DukeSpecial
IrishWritersCtr,DukeSpecial
BAIrishStudies,DukeSpecial
BAIrishStudies,DukeSpecialHQ
poetryireland,DulachG
dubreviewbooks,DulachG
WritersWeek,dulchiewhelan
LilliputPress,dullyhilary
MunLitCentre,DulwichBooks
NewIslandBooks,DulwichBooks
poetryireland,dunamaise
IrishWritersCtr,dunamaise
stingingfly,dunamaise
dedaluspress,dunamaise
CuirtFestival,dunamaise
ILFDublin,dunamaise
dedaluspress,duncanhurwood
NewIslandBooks,dundalkbookfest
OverTheEdgeOpen,DundalkDemocrat
NewIslandBooks,DundalkFM
OBrienPress,DundalkFM
poetryireland,Dundrum_info
MoLI_Museum,Dundrum_info
NewIslandBooks,DundrumTC
PatriciaDublin,DundrumTC
BrooksidePubSrv,DundrumTC
NewIslandBooks,duneezewudds
Doirepress,duneezewudds
WaterstonesCrk,duneezewudds
wittyname,duneezewudds
TheGalleryPress,dunfanaghyIE
OBrienPress,DungarvanObserv
dalkeybookfest,DunLaoghaireTn
ILFDublin,DunleavyBernard
IrishWritersCtr,DunneCatherine
WritersWeek,DunneCatherine
NewIslandBooks,DunneCatherine
WinterPapers,DunneCatherine
TrampPress,DunneCatherine
MoLI_Museum,DunneCatherine
dalkeybookfest,DunneCatherine
CuirtFestival,DunneCatherine
bansheelit,DunneCatherine
DublinBookFest,DunneCatherine
maria_mcmanus,DunneCatherine
nphegarty,DunneCatherine
grainnefox,DunneCatherine
OrlaKellyAuthor,DunneDanny
dalkeybookfest,DunneEmmajane
WritersWeek,dunnesstores
OBheal,dunnesstores
NewIslandBooks,Dunnineo
IrishWritersCtr,dunphyshane1
Irish1nterest,dunphyshane1
